city,tier,label,sublabel,distance,agoda_url,bookingcom_url,tripcom_url,booking_url,base_sar_per_night,jan_sar,feb_sar,mar_sar,apr_sar,may_sar,jun_sar,jul_sar,aug_sar,sep_sar,oct_sar,nov_sar,dec_sar,ref_current_sar,ref_source,ref_url,akurasi
MAKKAH,PELATARAN,Emaar Al Sultan Hotel,OTA researched - 2027 added - Emaar Jabal Omar close Haram,3-4 min walk behind Hilton,,,,,260,430,675,625,350,520,260,275,285,300,340,375,470,260,OTA re-riset low-season (validated),https://holidaysmaster.com/st_hotel/emaar-al-sultan-hotel-makkah/,estimasi-musiman
MAKKAH,STANDARD,Emaar Al Khalil,OTA researched - 2027 added - Emaar 3 star Ajyad,650-800m jalan kaki,https://www.agoda.com/emaar-al-khlil/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/emaar-al-khlil.html,,,150,250,390,360,200,300,150,160,165,170,195,220,270,150,OTA re-riset low-season (validated),https://www.kayak.com/Mecca-Hotels-Emaar-Al-Khalil.1070742227.ksp,estimasi-musiman
MAKKAH,STANDARD,Emaar Elite Makkah Hotel,OTA researched - 2027 added - Emaar 3 star Ajyad/Aziziya,2.0-2.13 km / 15 min walk,https://www.agoda.com/emaar-elite-hotel/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/emaar-elite-makkah.html,,,210,345,545,505,285,420,210,220,230,240,275,305,380,210,OTA re-riset low-season (validated),https://www.kayak.com/Mecca-Hotels-Emaar-Elite-Hotel.8581258.ksp,estimasi-musiman
MAKKAH,STANDARD,Emaar Al Jawharat Hotel,OTA researched - 2027 added - Emaar Ajyad Al Sud,Ajyad Al Sud needs confirmation,,,,,200,330,520,480,270,400,200,210,220,230,260,290,360,200,OTA re-riset low-season (validated),https://www.momondo.com/hotels/mecca/Jawharah-Dar-Al-Eiman.mhd3589507.ksp,estimasi-musiman
MAKKAH,STANDARD,Emaar Al Areej Hotel,OTA researched - 2027 added - Emaar near Haram,600m jalan kaki,,,,,240,395,625,575,325,480,240,250,265,275,310,350,430,240,OTA re-riset low-season (validated),,estimasi-musiman
MAKKAH,STANDARD,Emaar Andalusiah,OTA researched - 2027 added - Emaar Shubaikah,Shubaikah needs confirmation,https://www.agoda.com/emaar-andalusia/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/emaar-andalusia.html,,,170,280,440,410,230,340,170,180,185,195,220,245,305,170,OTA re-riset low-season (validated),https://www.kayak.com/Mecca-Hotels-Emaar-Andalusia.8978027.ksp,estimasi-musiman
MAKKAH,STANDARD,Emaar Mothmerah Al Sud,OTA researched - 2027 added - Emaar Ajyad Al Masafi,Ajyad Al Masafi needs confirmation,,,,,210,345,545,505,285,420,210,220,230,240,275,305,380,210,OTA re-riset low-season (validated),https://www.readytotrip.com/hotels/Saudi%20Arabia/Makkah/mothmerah-alsad-hotel/,estimasi-musiman
MAKKAH,PELATARAN,Emaar Beer Ballilah,OTA researched - 2027 added - Emaar 4 star Ajyad,700m jalan kaki,,,,,135,225,350,325,180,270,135,140,150,155,175,195,245,135,OTA re-riset low-season (validated),https://www.zenhotels.com/hotel/en-us/saudi_arabia/mecca/mid11306173/emaar_afaq_al_sud/,estimasi-musiman
MAKKAH,STANDARD,Emaar Austorah,OTA researched - 2027 added - Emaar Mahbas Al Jin,2 km shuttle/walk,https://www.agoda.com/masaat-al-aseel-hotel/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/uosso3ossoa-ossuossouuu.html,,,110,180,285,265,150,220,110,115,120,125,145,160,200,110,OTA re-riset low-season (validated),https://www.hotelscombined.com/Hotel/Maasaat_Al_Aseel_Hotel.htm,estimasi-musiman
MAKKAH,STANDARD,Emaar Forum,OTA researched - 2027 added - Emaar 4 star far Makkah,8 km shuttle,https://www.agoda.com/emaar-forum/hotel/mecca-sa.html,,,,110,180,285,265,150,220,110,115,120,125,145,160,200,110,OTA re-riset low-season (validated),https://destinia.com/en/hotels/middle-east-north-africa/saudi-arabia/makkah/al-aziziyah/emaar-forum/ho-5022882,estimasi-musiman
MAKKAH,STANDARD,Emaar Al Taqwa,OTA researched - 2027 added - Emaar 4 star far Makkah,3.5 km shuttle,,,,,120,200,310,290,160,240,120,125,130,140,155,175,215,120,proxy/estimasi grup (re-riset),,estimasi-kasar
MAKKAH,ECONOMY,Emaar International,OTA researched - 2027 added - Emaar budget/far Makkah,6.9 km shuttle,https://www.agoda.com/emaar-international/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/emaar-international-mecca.html,,,105,175,275,250,140,210,105,110,115,120,135,150,190,105,OTA re-riset low-season (validated),https://www.tripadvisor.com/Hotel_Review-g293993-d26582985-Reviews-Emaar_International-Mecca.html,estimasi-musiman
MAKKAH,ECONOMY,Emaar Al Dhahabi,OTA researched - 2027 added - Emaar budget/far Makkah,2.4 mi / shuttle,,,,,105,175,275,250,140,210,105,110,115,120,135,150,190,105,OTA re-riset low-season (validated),https://en.planetofhotels.com/saudi-arabia/makkah/emaar-al-dhahabi,estimasi-musiman
MAKKAH,STANDARD,Al Shahba,OTA recommended - 2027 updated - standard Makkah,900m jalan kaki,,,,,75,125,195,180,100,150,75,80,80,85,100,110,135,75,OTA re-riset low-season (validated),https://www.kayak.com/Mecca-Hotels-Al-Shahba-Hotel.2208766.ksp,estimasi-musiman
MAKKAH,STANDARD,Mahd ar Resala,OTA recommended - 2027 updated - standard Makkah,1 km shuttle,,,,,90,150,235,215,120,180,90,95,100,105,115,130,160,90,OTA re-riset low-season (validated),https://www.tripadvisor.com/Hotel_Review-g293993-d33115583-Reviews-Mahd_Al_Resala_1_Hotel-Mecca.html,estimasi-musiman
MAKKAH,ECONOMY,Afraa Hotel,OTA recommended - 2027 updated - economy Makkah,>1 km shuttle,,,,,100,165,260,240,135,200,100,105,110,115,130,145,180,100,OTA re-riset low-season (validated),https://www.kayak.com/Mecca-Hotels-Afraa-Hotel.2604507.ksp,estimasi-musiman
MAKKAH,PREMIUM,Pullman Zam-Zam,OTA recommended - 2027 updated - premium tower near Haram,pelataran/ring 1,https://www.agoda.com/zamzam-pullman-makkah-hotel/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/zamzam-grand-suites-managed-by-pullman.html,,,450,740,1170,1080,610,900,450,470,495,520,585,650,810,450,OTA re-riset low-season (validated),https://www.kayak.com/Mecca-Hotels-Pullman-Zamzam-Makkah.433054.ksp,estimasi-musiman
MAKKAH,ECONOMY,Maysal al Talaqo,OTA recommended - 2027 updated - economy Makkah,>1 km shuttle,,,,,,,,,,,,,,,,,,,,,tidak-akurat
MAKKAH,PREMIUM,Movenpick,OTA recommended - 2027 updated - premium tower near Haram,pelataran/ring 1,https://www.agoda.com/movenpick-hotel-residence-hajar-tower-makkah/hotel/mecca-sa.html,,,,620,1025,1610,1490,835,1240,620,650,680,715,805,900,1115,620,OTA re-riset low-season (validated),https://www.kayak.com/Mecca-Hotels-Moevenpick-Hotel-Residences-Hajar-Tower-Makkah.305038.ksp,estimasi-musiman
MAKKAH,PREMIUM,Makkah Tower,OTA recommended - 2027 updated - premium tower near Haram,pelataran/ring 1,,https://www.booking.com/hotel/sa/makkah-towers.html,,,500,825,1300,1200,675,1000,500,525,550,575,650,725,900,500,OTA re-riset low-season (validated),https://www.momondo.com/hotels/mecca/Makkah-Towers.mhd894331.ksp,estimasi-musiman
MAKKAH,PREMIUM,Safwa Tower 1,OTA recommended - 2027 updated - premium tower near Haram,pelataran/ring 1,https://www.agoda.com/al-safwah-hotel-tower-1/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/al-safwah.html,,,680,1120,1770,1630,920,1360,680,715,750,780,885,985,1225,680,OTA re-riset low-season (validated),https://www.kayak.com/Mecca-Hotels-Al-Safwah-Hotel-First-Tower-1.1070802874.ksp,estimasi-musiman
MAKKAH,PREMIUM,Safwa Orchid,OTA recommended - 2027 updated - premium tower near Haram,pelataran/ring 1,https://www.agoda.com/al-safwah-royale-orchid-hotel/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/al-jewar-royal-orchid.html,,,500,825,1300,1200,675,1000,500,525,550,575,650,725,900,500,OTA re-riset low-season (validated),https://www.momondo.com/hotels/mecca/Al-Safwah-Royale-Orchid.mhd624030.ksp,estimasi-musiman
MAKKAH,PREMIUM,Makkah Hotel Tower,OTA recommended - 2027 updated - premium tower near Haram,pelataran/ring 1,https://www.agoda.com/makkah-hotel_2/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/makkah-hotel.html,https://us.trip.com/hotels/makkah-hotel-detail-2256531/makkah-millennium-hotel/,,400,660,1040,960,540,800,400,420,440,460,520,580,720,400,OTA re-riset low-season (validated),https://www.kayak.com/Mecca-Hotels-Makkah-Hotel.3414386.ksp,estimasi-musiman
MAKKAH,PELATARAN,Violet,OTA recommended - 2027 updated - upper midscale Makkah,900m jalan kaki,,,,,125,205,325,300,170,250,125,130,140,145,160,180,225,125,OTA re-riset low-season (validated),https://www.kayak.com/Mecca-Hotels-Violet-Al-Azizia-Hotel-Masjid-Al-Qatari.4652563.ksp,estimasi-musiman
MAKKAH,PREMIUM,Anjum,OTA recommended - 2027 updated - premium Makkah 5 star,100m jalan kaki,https://www.agoda.com/anjum-hotel-makkah/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/anjum-makkah.html,,,620,1025,1610,1490,835,1240,620,650,680,715,805,900,1115,620,OTA re-riset low-season (validated),https://www.momondo.com/hotels/mecca/Anjum-Hotel-Makkah.mhd742752.ksp,estimasi-musiman
MAKKAH,PREMIUM,Millennium,OTA recommended - 2027 updated - premium Makkah,400m jalan kaki,,,,,190,315,495,455,255,380,190,200,210,220,245,275,340,190,OTA re-riset low-season (validated),https://www.kayak.com/Mecca-Hotels-Millennium-Makkah-Al-Naseem.4922372.ksp,estimasi-musiman
MAKKAH,STANDARD,Ibis,OTA recommended - 2027 updated - standard Makkah branded,3 km shuttle,https://www.agoda.com/ibis-styles-makkah/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/ibis-styles-makkah.html,https://us.trip.com/hotels/makkah-hotel-detail-7126870/ibis-styles-makkah/,,115,190,300,275,155,230,115,120,125,130,150,165,205,115,OTA re-riset low-season (validated),https://www.kayak.com/Mecca-Hotels-ibis-Styles-Makkah.2681954.ksp,estimasi-musiman
MAKKAH,STANDARD,Mercure,OTA recommended - 2027 updated - standard Makkah branded,3 km shuttle,,https://www.booking.com/hotel/sa/mercure-makkah-aziziah.html,,,120,200,310,290,160,240,120,125,130,140,155,175,215,120,OTA re-riset low-season (validated),https://www.momondo.com/hotels/mecca/Mercure-Makkah-Aziziah.mhd9204799.ksp,estimasi-musiman
MAKKAH,STANDARD,Al fouad Tower,OTA recommended - 2027 updated - standard Makkah tower,900m jalan kaki,,,,,,,,,,,,,,,,,,,,,tidak-akurat
MAKKAH,PELATARAN,Voco,OTA recommended - 2027 updated - upper Makkah 4 star shuttle,1.5 km shuttle,,https://www.booking.com/hotel/sa/voco-makkah.ar.html,,,300,495,780,720,405,600,300,315,330,345,390,435,540,300,OTA re-riset low-season (validated),https://www.momondo.com/hotels/mecca/voco-Makkah.mhd5610342.ksp,estimasi-musiman
MAKKAH,STANDARD,Novotel Thakher,OTA recommended - 2027 updated - standard Makkah 4 star shuttle,3 km shuttle,,https://www.booking.com/hotel/sa/novotel-makkah-thaker-city.html,,,128,210,335,305,175,255,130,135,140,145,165,185,230,128,OTA re-riset low-season (validated),https://www.kayak.com/Mecca-Hotels-Novotel-Makkah-Thakher-City.9030167.ksp,estimasi-musiman
MAKKAH,STANDARD,Miaad al Majd,OTA recommended - 2027 updated - standard Makkah,900m jalan kaki,https://www.agoda.com/miaad-al-majd-hotel-h87133195/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/mead-al-majd.html,,,158,260,410,380,215,315,160,165,175,180,205,230,285,158,OTA re-riset low-season (validated),https://en.planetofhotels.com/saudi-arabia/makkah/miaad-al-majd-hotel,estimasi-musiman
MAKKAH,STANDARD,Alayam Elite,OTA recommended - 2027 updated - standard Makkah,900m jalan kaki,,,,,94,155,245,225,125,190,95,100,105,110,120,135,170,94,OTA re-riset low-season (validated),https://www.kayak.com/Mecca-Hotels-Alayam-Elite-Hotel.1070908906.ksp,estimasi-musiman
MAKKAH,STANDARD,SAJA,OTA recommended - 2027 updated - standard Makkah,1.2 km shuttle,https://www.agoda.com/saja-hotel-makkah/hotel/al-masfalah-sa.html,https://www.booking.com/hotel/sa/saja-makkah.html,,,195,320,505,470,265,390,195,205,215,225,255,285,350,195,OTA re-riset low-season (validated),https://www.kayak.com/Mecca-Hotels-Saja-Makkah-Hotel.1071255204.ksp,estimasi-musiman
MAKKAH,STANDARD,Al Hidayah Tower,OTA recommended - 2027 updated - standard Makkah tower,1.3 km shuttle,,https://www.booking.com/hotel/sa/al-hidayah-towers-hotel.html,,,79,130,205,190,105,160,80,85,85,90,105,115,140,79,OTA re-riset low-season (validated),https://www.makemytrip.com/hotels-international/en-us/saudi_arabia/mecca-hotels/al_hidayah_towers-details.html,estimasi-musiman
MAKKAH,ECONOMY,Al Kiswah Tower,OTA recommended - 2027 updated - economy Makkah tower,1.5 km shuttle,,,,,150,250,390,360,200,300,150,160,165,170,195,220,270,150,OTA re-riset low-season (validated),https://www.kayak.com/Mecca-Hotels-Al-Kiswah-Towers-Hotel.4244293.ksp,estimasi-musiman
MAKKAH,ECONOMY,Saif al Majid,OTA recommended - 2027 updated - economy Makkah,>1 km shuttle,,,,,128,210,335,305,175,255,130,135,140,145,165,185,230,128,OTA re-riset low-season (validated),https://en.planetofhotels.com/saudi-arabia/makkah/fndq-syf-lmjd,estimasi-musiman
MAKKAH,ECONOMY,Palestine Hotel,OTA recommended - 2027 updated - economy Makkah,900m jalan kaki,,,,,225,370,585,540,305,450,225,235,250,260,290,325,405,225,OTA re-riset low-season (validated),https://www.kayak.com/Mecca-Hotels-Palestine-Hotel-Makkah.644311.ksp,estimasi-musiman
MAKKAH,STANDARD,Le Meridien Towers,OTA researched - 2027 added - branded Makkah shuttle hotel,3 km shuttle,,https://www.booking.com/hotel/sa/le-meridien-towers-makkah.html,https://www.trip.com/hotels/makkah-hotel-detail-3079895/le-mridien-towers-makkah/,,319,525,830,765,430,640,320,335,350,365,415,465,575,319,OTA re-riset low-season (validated),https://www.kayak.com/Mecca-Hotels-Le-Meridien-Towers-Makkah.59995.ksp,estimasi-musiman
MAKKAH,PREMIUM,Le Meridien Makkah,OTA researched - 2027 added - premium Makkah walking distance,350m jalan kaki,https://www.agoda.com/le-meridien-makkah/hotel/mecca-sa.html,https://www.booking.com/hotel/sa/le-meridien-makkah.html,https://www.trip.com/hotels/makkah-hotel-detail-3111618/le-mridien-makkah/,,431,710,1120,1035,580,860,430,455,475,495,560,625,775,431,OTA re-riset low-season (validated),https://www.kayak.com/Mecca-Hotels-Le-Meridien-Makkah.311472.ksp,estimasi-musiman
MAKKAH,PELATARAN,AZKA Al Safa,AZKA Group 3-star Ajyad full board - PDF pricelist 2026 + estimasi musiman 2027,150m / 3 min walk,,,,,520,860,1350,1250,700,1040,520,550,580,600,680,760,940,520,AZKA pricelist 2026 (PDF),https://azkaalsafahotel.com,estimasi-dari-pricelist
MAKKAH,PELATARAN,AZKA Al Maqam,AZKA Group 3-star Ajyad Al-Sud full board - closest ~40m - PDF pricelist 2026 + estimasi 2027,40m / 1 min walk,,,,,550,910,1430,1320,740,1100,550,600,630,630,720,800,990,550,AZKA pricelist 2026 (PDF),https://almaqam.azka.com.sa,estimasi-dari-pricelist
MAKKAH,ECONOMY,Saif Al Yamani,AZKA Group 1-star Al Qazaa room only no full board - PDF pricelist 2026 + estimasi 2027,500m / 7 min walk,,,,,150,250,390,360,200,300,150,170,200,175,195,220,270,150,AZKA pricelist 2026 (PDF),https://saifalyamani.azka.com.sa,estimasi-dari-pricelist
