city,tier,hotel_name,hotel_listing_slug,offer_label,room_type,rate_label,period_start,period_end,period_label,room_basis,currency,price_amount,max_adults,max_guests,min_nights,inclusions,cancellation_policy,sort_order,verified_at,status,notes,terms
MADINAH,STANDARD,Hotel Hilton Madinah,,Alharmain PDF 16 Jun - 31 Aug 2026,Single Room,FB meal plan,2026-06-16,2026-08-31,16 Jun - 31 Aug 2026,per kamar per malam,SAR,1485,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,0,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-02.png | Meal: FB | Source period text: 16 JUNE 2026 TO 31 AUGUST 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Maden Taiba,,Alharmain PDF 1 Oct - 1 Nov 2026,Double Room,FB meal plan,2026-10-01,2026-11-01,1 Oct - 1 Nov 2026,per kamar per malam,SAR,980,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,114,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-04.png | Meal: FB | Source period text: 1 OCT 2026 TO 1 NOV 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Maden Taiba,,Alharmain PDF 1 Oct - 1 Nov 2026,Triple Room,FB meal plan,2026-10-01,2026-11-01,1 Oct - 1 Nov 2026,per kamar per malam,SAR,1130,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,115,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-04.png | Meal: FB | Source period text: 1 OCT 2026 TO 1 NOV 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Maden Taiba,,Alharmain PDF 1 Oct - 1 Nov 2026,Quad Room,FB meal plan,2026-10-01,2026-11-01,1 Oct - 1 Nov 2026,per kamar per malam,SAR,1330,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,116,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-04.png | Meal: FB | Source period text: 1 OCT 2026 TO 1 NOV 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Maden Taiba,,Alharmain PDF 1 Nov - 20 Dec 2026,Double Room,FB meal plan,2026-11-01,2026-12-20,1 Nov - 20 Dec 2026,per kamar per malam,SAR,1080,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,117,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-04.png | Meal: FB | Source period text: 1 NOV 2026 TO 20 DEC 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Maden Taiba,,Alharmain PDF 1 Nov - 20 Dec 2026,Triple Room,FB meal plan,2026-11-01,2026-12-20,1 Nov - 20 Dec 2026,per kamar per malam,SAR,1280,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,118,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-04.png | Meal: FB | Source period text: 1 NOV 2026 TO 20 DEC 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Maden Taiba,,Alharmain PDF 1 Nov - 20 Dec 2026,Quad Room,FB meal plan,2026-11-01,2026-12-20,1 Nov - 20 Dec 2026,per kamar per malam,SAR,1480,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,119,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-04.png | Meal: FB | Source period text: 1 NOV 2026 TO 20 DEC 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Maden Taiba,,Alharmain PDF 20 Dec 2026 - 20 Jan 2027,Double Room,FB meal plan,2026-12-20,2027-01-20,20 Dec 2026 - 20 Jan 2027,per kamar per malam,SAR,2030,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,120,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-04.png | Meal: FB | Source period text: 20 DEC 2026 TO 20 JAN 2027,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Maden Taiba,,Alharmain PDF 20 Dec 2026 - 20 Jan 2027,Triple Room,FB meal plan,2026-12-20,2027-01-20,20 Dec 2026 - 20 Jan 2027,per kamar per malam,SAR,2330,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,121,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-04.png | Meal: FB | Source period text: 20 DEC 2026 TO 20 JAN 2027,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Maden Taiba,,Alharmain PDF 20 Dec 2026 - 20 Jan 2027,Quad Room,FB meal plan,2026-12-20,2027-01-20,20 Dec 2026 - 20 Jan 2027,per kamar per malam,SAR,2830,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,122,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-04.png | Meal: FB | Source period text: 20 DEC 2026 TO 20 JAN 2027,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Millenium Taiba,,Alharmain PDF 30 Jun - 30 Sep 2026,Double Room,FB meal plan,2026-06-30,2026-09-30,30 Jun - 30 Sep 2026,per kamar per malam,SAR,730,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,123,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-05.png | Meal: FB | Source period text: 30 JUNE 2026 TO 30 SEP 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Millenium Taiba,,Alharmain PDF 30 Jun - 30 Sep 2026,Triple Room,FB meal plan,2026-06-30,2026-09-30,30 Jun - 30 Sep 2026,per kamar per malam,SAR,855,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,124,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-05.png | Meal: FB | Source period text: 30 JUNE 2026 TO 30 SEP 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Millenium Taiba,,Alharmain PDF 30 Jun - 30 Sep 2026,Quad Room,FB meal plan,2026-06-30,2026-09-30,30 Jun - 30 Sep 2026,per kamar per malam,SAR,980,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,125,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-05.png | Meal: FB | Source period text: 30 JUNE 2026 TO 30 SEP 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Millenium Taiba,,Alharmain PDF 1 Oct - 10 Dec 2026,Double Room,FB meal plan,2026-10-01,2026-12-10,1 Oct - 10 Dec 2026,per kamar per malam,SAR,830,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,126,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-05.png | Meal: FB | Source period text: 1 OCT 2026 TO 10 DEC 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Millenium Taiba,,Alharmain PDF 1 Oct - 10 Dec 2026,Triple Room,FB meal plan,2026-10-01,2026-12-10,1 Oct - 10 Dec 2026,per kamar per malam,SAR,955,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,127,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-05.png | Meal: FB | Source period text: 1 OCT 2026 TO 10 DEC 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Millenium Taiba,,Alharmain PDF 1 Oct - 10 Dec 2026,Quad Room,FB meal plan,2026-10-01,2026-12-10,1 Oct - 10 Dec 2026,per kamar per malam,SAR,1080,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,128,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-05.png | Meal: FB | Source period text: 1 OCT 2026 TO 10 DEC 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Millenium Taiba,,Alharmain PDF 11 Dec 2026 - 10 Jan 2027,Double Room,FB meal plan,2026-12-11,2027-01-10,11 Dec 2026 - 10 Jan 2027,per kamar per malam,SAR,1280,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,129,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-05.png | Meal: FB | Source period text: 11 DEC 2026 TO 10 JAN 2027,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Millenium Taiba,,Alharmain PDF 11 Dec 2026 - 10 Jan 2027,Triple Room,FB meal plan,2026-12-11,2027-01-10,11 Dec 2026 - 10 Jan 2027,per kamar per malam,SAR,1415,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,130,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-05.png | Meal: FB | Source period text: 11 DEC 2026 TO 10 JAN 2027,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Millenium Taiba,,Alharmain PDF 11 Dec 2026 - 10 Jan 2027,Quad Room,FB meal plan,2026-12-11,2027-01-10,11 Dec 2026 - 10 Jan 2027,per kamar per malam,SAR,1550,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,131,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-05.png | Meal: FB | Source period text: 11 DEC 2026 TO 10 JAN 2027,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Peninsula Worth,,Alharmain PDF 16 Jun - 19 Aug 2026,Double Room,FB meal plan,2026-06-16,2026-08-19,16 Jun - 19 Aug 2026,per kamar per malam,SAR,680,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,132,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-06.png | Meal: FB | TYPE OF ROOM : PREMIUM FLOOR | Source period text: 16 JUNE 2026 TO 19 AUGUST 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Peninsula Worth,,Alharmain PDF 16 Jun - 19 Aug 2026,Triple Room,FB meal plan,2026-06-16,2026-08-19,16 Jun - 19 Aug 2026,per kamar per malam,SAR,790,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,133,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-06.png | Meal: FB | TYPE OF ROOM : PREMIUM FLOOR | Source period text: 16 JUNE 2026 TO 19 AUGUST 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Peninsula Worth,,Alharmain PDF 16 Jun - 19 Aug 2026,Quad Room,FB meal plan,2026-06-16,2026-08-19,16 Jun - 19 Aug 2026,per kamar per malam,SAR,900,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,134,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-06.png | Meal: FB | TYPE OF ROOM : PREMIUM FLOOR | Source period text: 16 JUNE 2026 TO 19 AUGUST 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Peninsula Worth,,Alharmain PDF 19 Aug - 16 Dec 2026,Double Room,FB meal plan,2026-08-19,2026-12-16,19 Aug - 16 Dec 2026,per kamar per malam,SAR,780,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,135,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-06.png | Meal: FB | TYPE OF ROOM : PREMIUM FLOOR | Source period text: 19 AUGUST 2026 TO 16 DEC 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Peninsula Worth,,Alharmain PDF 19 Aug - 16 Dec 2026,Triple Room,FB meal plan,2026-08-19,2026-12-16,19 Aug - 16 Dec 2026,per kamar per malam,SAR,900,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,136,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-06.png | Meal: FB | TYPE OF ROOM : PREMIUM FLOOR | Source period text: 19 AUGUST 2026 TO 16 DEC 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Peninsula Worth,,Alharmain PDF 19 Aug - 16 Dec 2026,Quad Room,FB meal plan,2026-08-19,2026-12-16,19 Aug - 16 Dec 2026,per kamar per malam,SAR,1020,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,137,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-06.png | Meal: FB | TYPE OF ROOM : PREMIUM FLOOR | Source period text: 19 AUGUST 2026 TO 16 DEC 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Peninsula Worth,,Alharmain PDF 16 Dec 2026 - 9 Jan 2027,Double Room,FB meal plan,2026-12-16,2027-01-09,16 Dec 2026 - 9 Jan 2027,per kamar per malam,SAR,1230,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,138,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-06.png | Meal: FB | TYPE OF ROOM : PREMIUM FLOOR | Source period text: 16 DEC 2026 TO 9 JAN 2027,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Peninsula Worth,,Alharmain PDF 16 Dec 2026 - 9 Jan 2027,Triple Room,FB meal plan,2026-12-16,2027-01-09,16 Dec 2026 - 9 Jan 2027,per kamar per malam,SAR,1380,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,139,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-06.png | Meal: FB | TYPE OF ROOM : PREMIUM FLOOR | Source period text: 16 DEC 2026 TO 9 JAN 2027,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Peninsula Worth,,Alharmain PDF 16 Dec 2026 - 9 Jan 2027,Quad Room,FB meal plan,2026-12-16,2027-01-09,16 Dec 2026 - 9 Jan 2027,per kamar per malam,SAR,1530,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,140,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-06.png | Meal: FB | TYPE OF ROOM : PREMIUM FLOOR | Source period text: 16 DEC 2026 TO 9 JAN 2027,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Peninsula Worth,,Alharmain PDF 9 Jan - 8 Feb 2027,Double Room,FB meal plan,2027-01-09,2027-02-08,9 Jan - 8 Feb 2027,per kamar per malam,SAR,930,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,141,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-06.png | Meal: FB | TYPE OF ROOM : PREMIUM FLOOR | Source period text: 9 JAN 2027 TO 8 FEB 2027,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Peninsula Worth,,Alharmain PDF 9 Jan - 8 Feb 2027,Triple Room,FB meal plan,2027-01-09,2027-02-08,9 Jan - 8 Feb 2027,per kamar per malam,SAR,1080,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,142,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-06.png | Meal: FB | TYPE OF ROOM : PREMIUM FLOOR | Source period text: 9 JAN 2027 TO 8 FEB 2027,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Peninsula Worth,,Alharmain PDF 9 Jan - 8 Feb 2027,Quad Room,FB meal plan,2027-01-09,2027-02-08,9 Jan - 8 Feb 2027,per kamar per malam,SAR,1230,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,143,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-06.png | Meal: FB | TYPE OF ROOM : PREMIUM FLOOR | Source period text: 9 JAN 2027 TO 8 FEB 2027,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Dallah Taibah,,Alharmain PDF 1 Jul - 20 Aug 2026,Double Room,FB meal plan,2026-07-01,2026-08-20,1 Jul - 20 Aug 2026,per kamar per malam,SAR,786,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,144,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-06.png | Meal: FB | TYPE OF ROOM : PREMIUM FLOOR | MINIMUM 30 PAX | Source period text: 1 JULY 2026 TO 20 AUGUST 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Dallah Taibah,,Alharmain PDF 1 Jul - 20 Aug 2026,Triple Room,FB meal plan,2026-07-01,2026-08-20,1 Jul - 20 Aug 2026,per kamar per malam,SAR,927,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,145,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-06.png | Meal: FB | TYPE OF ROOM : PREMIUM FLOOR | MINIMUM 30 PAX | Source period text: 1 JULY 2026 TO 20 AUGUST 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Dallah Taibah,,Alharmain PDF 1 Jul - 20 Aug 2026,Jr Suite (4pax),FB meal plan,2026-07-01,2026-08-20,1 Jul - 20 Aug 2026,per kamar per malam,SAR,1189,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,146,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-06.png | Meal: FB | TYPE OF ROOM : PREMIUM FLOOR | MINIMUM 30 PAX | Source period text: 1 JULY 2026 TO 20 AUGUST 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Dallah Taibah,,Alharmain PDF 20 Aug - 1 Sep 2026,Double Room,FB meal plan,2026-08-20,2026-09-01,20 Aug - 1 Sep 2026,per kamar per malam,SAR,846,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,147,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-06.png | Meal: FB | TYPE OF ROOM : PREMIUM FLOOR | MINIMUM 30 PAX | Source period text: 20 AUGUST 2026 TO 1 SEP 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Dallah Taibah,,Alharmain PDF 20 Aug - 1 Sep 2026,Triple Room,FB meal plan,2026-08-20,2026-09-01,20 Aug - 1 Sep 2026,per kamar per malam,SAR,987,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,148,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-06.png | Meal: FB | TYPE OF ROOM : PREMIUM FLOOR | MINIMUM 30 PAX | Source period text: 20 AUGUST 2026 TO 1 SEP 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Dallah Taibah,,Alharmain PDF 20 Aug - 1 Sep 2026,Jr Suite (4pax),FB meal plan,2026-08-20,2026-09-01,20 Aug - 1 Sep 2026,per kamar per malam,SAR,1249,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,149,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-06.png | Meal: FB | TYPE OF ROOM : PREMIUM FLOOR | MINIMUM 30 PAX | Source period text: 20 AUGUST 2026 TO 1 SEP 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Dallah Taibah,,Alharmain PDF 1 Sep - 20 Nov 2026,Double Room,FB meal plan,2026-09-01,2026-11-20,1 Sep - 20 Nov 2026,per kamar per malam,SAR,786,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,150,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-06.png | Meal: FB | TYPE OF ROOM : PREMIUM FLOOR | MINIMUM 30 PAX | Source period text: 1 SEP 2026 TO 20 NOV 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Dallah Taibah,,Alharmain PDF 1 Sep - 20 Nov 2026,Triple Room,FB meal plan,2026-09-01,2026-11-20,1 Sep - 20 Nov 2026,per kamar per malam,SAR,927,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,151,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-06.png | Meal: FB | TYPE OF ROOM : PREMIUM FLOOR | MINIMUM 30 PAX | Source period text: 1 SEP 2026 TO 20 NOV 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Dallah Taibah,,Alharmain PDF 1 Sep - 20 Nov 2026,Jr Suite (4pax),FB meal plan,2026-09-01,2026-11-20,1 Sep - 20 Nov 2026,per kamar per malam,SAR,1189,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,152,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-06.png | Meal: FB | TYPE OF ROOM : PREMIUM FLOOR | MINIMUM 30 PAX | Source period text: 1 SEP 2026 TO 20 NOV 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Dallah Taibah,,Alharmain PDF 20 Nov - 1 Dec 2026,Double Room,FB meal plan,2026-11-20,2026-12-01,20 Nov - 1 Dec 2026,per kamar per malam,SAR,1329,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,153,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-06.png | Meal: FB | TYPE OF ROOM : PREMIUM FLOOR | MINIMUM 30 PAX | Source period text: 20 NOV 2026 TO 1 DEC 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MADINAH,STANDARD,Hotel Dallah Taibah,,Alharmain PDF 20 Nov - 1 Dec 2026,Triple Room,FB meal plan,2026-11-20,2026-12-01,20 Nov - 1 Dec 2026,per kamar per malam,SAR,1531,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,154,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-06.png | Meal: FB | TYPE OF ROOM : PREMIUM FLOOR | MINIMUM 30 PAX | Source period text: 20 NOV 2026 TO 1 DEC 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
