city,tier,hotel_name,hotel_listing_slug,offer_label,room_type,rate_label,period_start,period_end,period_label,room_basis,currency,price_amount,max_adults,max_guests,min_nights,inclusions,cancellation_policy,sort_order,verified_at,status,notes,terms
MAKKAH,PREMIUM,Le Meridien Makkah,,OTA manual dummy Feb 2027,Standard Room,Manual availability check,2027-02-01,2027-02-28,Feb 2027,per kamar per malam,SAR,2480,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,507,2026-07-04,INACTIVE,OTA researched - 2027 added - premium Makkah walking distance | Distance: 350m jalan kaki | Source: Trip.com https://www.trip.com/hotels/makkah-hotel-detail-3111618/le-mridien-makkah/,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Ibis,,OTA manual dummy Jul 2026,Standard Room,Manual availability check,2026-07-01,2026-07-31,Jul 2026,per kamar per malam,SAR,330,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,600,2026-07-04,INACTIVE,OTA recommended - 2027 updated - standard Makkah branded | Distance: 3 km shuttle | Source: Trip.com https://us.trip.com/hotels/makkah-hotel-detail-7126870/ibis-styles-makkah/,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Ibis,,OTA manual dummy Aug 2026,Standard Room,Manual availability check,2026-08-01,2026-08-31,Aug 2026,per kamar per malam,SAR,330,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,601,2026-07-04,INACTIVE,OTA recommended - 2027 updated - standard Makkah branded | Distance: 3 km shuttle | Source: Trip.com https://us.trip.com/hotels/makkah-hotel-detail-7126870/ibis-styles-makkah/,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Ibis,,OTA manual dummy Sep 2026,Standard Room,Manual availability check,2026-09-01,2026-09-30,Sep 2026,per kamar per malam,SAR,300,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,602,2026-07-04,INACTIVE,OTA recommended - 2027 updated - standard Makkah branded | Distance: 3 km shuttle | Source: Trip.com https://us.trip.com/hotels/makkah-hotel-detail-7126870/ibis-styles-makkah/,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Ibis,,OTA manual dummy Oct 2026,Standard Room,Manual availability check,2026-10-01,2026-10-31,Oct 2026,per kamar per malam,SAR,300,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,603,2026-07-04,INACTIVE,OTA recommended - 2027 updated - standard Makkah branded | Distance: 3 km shuttle | Source: Trip.com https://us.trip.com/hotels/makkah-hotel-detail-7126870/ibis-styles-makkah/,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Ibis,,OTA manual dummy Nov 2026,Standard Room,Manual availability check,2026-11-01,2026-11-30,Nov 2026,per kamar per malam,SAR,300,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,604,2026-07-04,INACTIVE,OTA recommended - 2027 updated - standard Makkah branded | Distance: 3 km shuttle | Source: Trip.com https://us.trip.com/hotels/makkah-hotel-detail-7126870/ibis-styles-makkah/,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Ibis,,OTA manual dummy Dec 2026,Standard Room,Manual availability check,2026-12-01,2026-12-31,Dec 2026,per kamar per malam,SAR,360,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,605,2026-07-04,INACTIVE,OTA recommended - 2027 updated - standard Makkah branded | Distance: 3 km shuttle | Source: Trip.com https://us.trip.com/hotels/makkah-hotel-detail-7126870/ibis-styles-makkah/,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Ibis,,OTA manual dummy Jan 2027,Standard Room,Manual availability check,2027-01-01,2027-01-31,Jan 2027,per kamar per malam,SAR,360,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,606,2026-07-04,INACTIVE,OTA recommended - 2027 updated - standard Makkah branded | Distance: 3 km shuttle | Source: Trip.com https://us.trip.com/hotels/makkah-hotel-detail-7126870/ibis-styles-makkah/,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Ibis,,OTA manual dummy Feb 2027,Standard Room,Manual availability check,2027-02-01,2027-02-28,Feb 2027,per kamar per malam,SAR,660,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,607,2026-07-04,INACTIVE,OTA recommended - 2027 updated - standard Makkah branded | Distance: 3 km shuttle | Source: Trip.com https://us.trip.com/hotels/makkah-hotel-detail-7126870/ibis-styles-makkah/,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Le Meridien Towers,,OTA manual dummy Jul 2026,Standard Room,Manual availability check,2026-07-01,2026-07-31,Jul 2026,per kamar per malam,SAR,380,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,700,2026-07-04,INACTIVE,OTA researched - 2027 added - branded Makkah shuttle hotel | Distance: 3 km shuttle | Source: Trip.com https://www.trip.com/hotels/makkah-hotel-detail-3079895/le-mridien-towers-makkah/,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Le Meridien Towers,,OTA manual dummy Aug 2026,Standard Room,Manual availability check,2026-08-01,2026-08-31,Aug 2026,per kamar per malam,SAR,380,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,701,2026-07-04,INACTIVE,OTA researched - 2027 added - branded Makkah shuttle hotel | Distance: 3 km shuttle | Source: Trip.com https://www.trip.com/hotels/makkah-hotel-detail-3079895/le-mridien-towers-makkah/,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Le Meridien Towers,,OTA manual dummy Sep 2026,Standard Room,Manual availability check,2026-09-01,2026-09-30,Sep 2026,per kamar per malam,SAR,350,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,702,2026-07-04,INACTIVE,OTA researched - 2027 added - branded Makkah shuttle hotel | Distance: 3 km shuttle | Source: Trip.com https://www.trip.com/hotels/makkah-hotel-detail-3079895/le-mridien-towers-makkah/,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Le Meridien Towers,,OTA manual dummy Oct 2026,Standard Room,Manual availability check,2026-10-01,2026-10-31,Oct 2026,per kamar per malam,SAR,350,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,703,2026-07-04,INACTIVE,OTA researched - 2027 added - branded Makkah shuttle hotel | Distance: 3 km shuttle | Source: Trip.com https://www.trip.com/hotels/makkah-hotel-detail-3079895/le-mridien-towers-makkah/,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Le Meridien Towers,,OTA manual dummy Nov 2026,Standard Room,Manual availability check,2026-11-01,2026-11-30,Nov 2026,per kamar per malam,SAR,350,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,704,2026-07-04,INACTIVE,OTA researched - 2027 added - branded Makkah shuttle hotel | Distance: 3 km shuttle | Source: Trip.com https://www.trip.com/hotels/makkah-hotel-detail-3079895/le-mridien-towers-makkah/,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Le Meridien Towers,,OTA manual dummy Dec 2026,Standard Room,Manual availability check,2026-12-01,2026-12-31,Dec 2026,per kamar per malam,SAR,420,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,705,2026-07-04,INACTIVE,OTA researched - 2027 added - branded Makkah shuttle hotel | Distance: 3 km shuttle | Source: Trip.com https://www.trip.com/hotels/makkah-hotel-detail-3079895/le-mridien-towers-makkah/,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Le Meridien Towers,,OTA manual dummy Jan 2027,Standard Room,Manual availability check,2027-01-01,2027-01-31,Jan 2027,per kamar per malam,SAR,420,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,706,2026-07-04,INACTIVE,OTA researched - 2027 added - branded Makkah shuttle hotel | Distance: 3 km shuttle | Source: Trip.com https://www.trip.com/hotels/makkah-hotel-detail-3079895/le-mridien-towers-makkah/,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Le Meridien Towers,,OTA manual dummy Feb 2027,Standard Room,Manual availability check,2027-02-01,2027-02-28,Feb 2027,per kamar per malam,SAR,760,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,707,2026-07-04,INACTIVE,OTA researched - 2027 added - branded Makkah shuttle hotel | Distance: 3 km shuttle | Source: Trip.com https://www.trip.com/hotels/makkah-hotel-detail-3079895/le-mridien-towers-makkah/,"Dummy import fixture. Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
